2017/03/19 15:35,福永祐一,シュヴァルグラン,2
2017/03/19 15:35,四位洋文,トーセンバジル,3
2017/03/20 15:45,岩田康誠,ファンディーナ,1
2017/03/20 15:45,柴田善臣,シーズララバイ,2
2017/03/20 15:45,武豊,ドロウアカード,3
2017/03/25 15:45,田辺裕信,シャケトラ,1
2017/03/25 15:45,藤岡佑介,ミライヘノツバサ,2
2017/03/25 15:45,岩田康誠,アドマイヤデウス,3
2017/03/25 15:35,松山弘平,アルアイン,1
2017/03/25 15:35,川田将雅,サトノアーサー,2
2017/03/25 15:35,Ａ．シュタルケ,キセキ,3
2017/03/26 15:30,勝浦正樹,インカンテーション,1
2017/03/26 15:30,木幡巧也,ディアデルレイ,2
2017/03/26 15:30,田中勝春,アルタイル,3
2017/03/26 15:40,幸英明,セイウンコウセイ,1
2017/03/26 15:40,岩田康誠,レッツゴードンキ,2
2017/03/26 15:40,Ｍ．デムーロ,レッドファルクス,3
2017/04/01 15:45,内田博幸,ロジチャリス,1
2017/04/01 15:45,Ａ．シュタルケ,キャンベルジュニア,2
2017/04/01 15:45,戸崎圭太,グランシルク,3
2017/04/02 15:40,武豊,キタサンブラック,1
2017/04/02 15:40,川田将雅,ステファノス,2
2017/04/02 15:40,池添謙一,ヤマカツエース,3
2017/04/08 15:45,Ａ．シュタルケ,ジョーストリクトリ,1
2017/04/08 15:45,菱田裕二,メイソンジュニア,2
2017/04/08 15:45,松山弘平,ボンセルヴィーソ,3
2017/04/08 15:35,浜中俊,ミッキークイーン,1
2017/04/08 15:35,Ｃ．ルメール,アドマイヤリード,2
2017/04/08 15:35,幸英明,ジュールポレール,3
2017/04/09 15:40,池添謙一,レーヌミノル,1
2017/04/09 15:40,武豊,リスグラシュー,2
2017/04/09 15:40,Ｃ．ルメール,ソウルスターリング,3
2017/04/15 15:40,石神深一,オジュウチョウサン,1
2017/04/15 15:40,難波剛健,サンレイデューク,2
2017/04/15 15:40,林満明,アップトゥデイト,3
2017/04/15 15:30,Ｍ．デムーロ,モルトベーネ,1
2017/04/15 15:30,川田将雅,ロンドンタウン,2
2017/04/15 15:30,浜中俊,ロワジャルダン,3
2017/04/16 15:40,松山弘平,アルアイン,1
2017/04/16 15:40,Ｍ．デムーロ,ペルシアンナイト,2
2017/04/16 15:40,武豊,ダンビュライト,3
2017/04/22 15:25,吉田隼人,ウキヨノカゼ,1
2017/04/22 15:25,北村宏司,フロンテアクイーン,2
2017/04/22 15:25,武豊,クインズミラーグロ,3
2017/04/23 15:45,和田竜二,モズカッチャン,1
2017/04/23 15:45,横山典弘,ヤマカツグレース,2
2017/04/23 15:45,戸崎圭太,フローレスマジック,3
2017/04/23 15:35,Ｃ．ルメール,イスラボニータ,1
2017/04/23 15:35,武豊,エアスピネル,2
2017/04/23 15:35,松岡正海,ヤングマンパワー,3
2017/04/29 15:45,Ｍ．デムーロ,アドミラブル,1
2017/04/29 15:45,岩田康誠,ベストアプローチ,2
2017/04/29 15:45,秋山真一郎,アドマイヤウイナー,3
2017/04/30 15:40,武豊,キタサンブラック,1
2017/04/30 15:40,福永祐一,シュヴァルグラン,2
2017/04/30 15:40,Ｃ．ルメール,サトノダイヤモンド,3
2017/05/06 15:35,浜中俊,プラチナムバレット,1
2017/05/06 15:35,川田将雅,サトノクロニクル,2
2017/05/06 15:35,和田竜二,ダノンディスタンス,3
2017/05/07 15:40,横山典弘,アエロリット,1
2017/05/07 15:40,吉田隼人,リエノテソーロ,2
2017/05/07 15:40,松山弘平,ボンセルヴィーソ,3
2017/05/07 15:20,石橋脩,サンデーウィザード,1
2017/05/07 15:20,丹内祐次,マイネルフロスト,2
2017/05/07 15:20,浜中俊,メートルダール,3
2017/05/13 15:45,Ｍ．デムーロ,レッドファルクス,1
2017/05/13 15:45,岩田康誠,クラレント,2
2017/05/13 15:45,戸崎圭太,グランシルク,3
2017/05/14 15:40,Ｃ．ルメール,アドマイヤリード,1
2017/05/14 15:40,蛯名正義,デンコウアンジュ,2
2017/05/14 15:40,幸英明,ジュールポレール,3
2017/05/20 15:35,川田将雅,グレイトパール,1
2017/05/20 15:35,武豊,クリソライト,2
